segmento,n_qubits,dim_hilbert,strain_mean,strain_std,escala_energia,paso,tiempo,fidelidad,entropia_shannon,pureza,concentracion_espectral,frecuencia_dominante,estado_medido
0,6,|00001001>,22
0,6,|01100111>,22
0,6,|01011010>,34
0,6,|01010111>,27
0,6,|01111101>,15
0,6,|11001100>,2
0,6,|10001010>,16
0,6,|01100011>,18
0,6,|00001110>,23
0,6,|01110110>,19
0,6,|10100010>,6
0,6,|10010101>,14
0,6,|11110101>,2
0,6,|00000101>,17
0,6,|01101110>,32
0,6,|00011100>,36
0,6,|00101000>,20
0,6,|00001101>,21
0,6,|10001100>,16
0,6,|00000111>,22
0,6,|10101100>,4
0,6,|11001011>,1
0,6,|01100010>,24
0,6,|10101011>,8
0,6,|01001001>,31
0,6,|01101001>,23
0,6,|10001111>,17
0,6,|00010111>,23
0,6,|11100011>,1
0,6,|01011100>,29
0,6,|00000100>,24
0,6,|10101000>,9
0,6,|10100101>,10
0,6,|00000011>,24
0,6,|01000110>,27
0,6,|10100000>,9
0,6,|01100100>,27
0,6,|00010011>,28
0,6,|11110100>,1
0,6,|10011110>,4
0,6,|10110100>,5
0,6,|00000010>,21
0,6,|01001110>,20
0,6,|10011000>,13
0,6,|01101111>,20
0,6,|10001011>,18
0,6,|10100110>,8
0,6,|00100111>,25
0,6,|11101111>,2
0,6,|01111110>,25
0,6,|00110111>,32
0,6,|00110000>,29
0,6,|10011011>,13
0,6,|01011001>,28
0,6,|10100001>,13
0,6,|01100110>,30
0,6,|11111011>,4
0,6,|10111110>,5
0,6,|11011000>,1
0,6,|10100100>,9
0,6,|00010000>,25
0,6,|10110000>,8
0,6,|11000110>,5
0,6,|00000000>,24
0,6,|10010010>,13
0,6,|10010100>,10
0,6,|01101011>,9
0,6,|01110001>,18
0,6,|10000101>,11
0,6,|01110101>,21
0,6,|01110000>,22
0,6,|10011001>,6
0,6,|10100011>,8
0,6,|00111010>,26
0,6,|10001101>,11
0,6,|11111000>,2
0,6,|01111011>,15
0,6,|11111110>,4
0,6,|00011001>,32
0,6,|10101110>,4
0,6,|11111010>,3
0,6,|11110010>,4
0,6,|10111111>,3
0,6,|10110010>,6
0,6,|11110110>,3
0,6,|10010000>,12
0,6,|10111010>,7
0,6,|10101010>,7
0,6,|10011101>,10
0,6,|10111101>,3
0,6,|10000110>,12
0,6,|10100111>,10
0,6,|10011111>,10
0,6,|11000100>,3
0,6,|10111100>,2
0,6,|10010111>,7
0,6,|11000011>,3
0,6,|10101111>,5
0,6,|10110110>,1
0,6,|11001001>,2
0,6,|11001101>,1
0,6,|10110111>,4
0,6,|11110011>,1
0,6,|11101101>,1
0,6,|10110101>,3
0,6,|11001110>,1
0,6,|10000111>,14
0,6,|11111111>,2
0,6,|11101110>,1
0,6,|11100100>,1
0,6,|11111001>,1
0,6,|11001111>,1
0,6,|11001000>,1
0,6,|10111011>,1
0,6,|11110111>,1
0,6,|10111001>,2
0,6,|11111101>,1
0,7,|01101111>,21
0,7,|10111000>,2
0,7,|10011101>,6
0,7,|01111010>,15
0,7,|10011001>,11
0,7,|00011011>,24
0,7,|01111100>,17
0,7,|01001000>,35
0,7,|01101010>,29
0,7,|00110011>,30
0,7,|01001010>,28
0,7,|01010011>,29
0,7,|00111000>,29
0,7,|00100100>,27
0,7,|01000100>,30
0,7,|00111010>,27
0,7,|00110110>,38
0,7,|00100010>,29
0,7,|00010100>,33
0,7,|10000011>,18
0,7,|01100001>,22
0,7,|00111011>,41
0,7,|00000001>,24
0,7,|00011110>,24
0,7,|01001011>,27
0,7,|01010010>,33
0,7,|00011101>,26
0,7,|00001101>,24
0,7,|01001001>,34
0,7,|10111001>,4
0,7,|11101101>,1
0,7,|01101100>,21
0,7,|01010100>,34
0,7,|00011010>,21
0,7,|10010111>,14
0,7,|00010001>,32
0,7,|00111111>,40
0,7,|01000101>,39
0,7,|10001001>,12
0,7,|01011101>,28
0,7,|01000001>,42
0,7,|00110101>,33
0,7,|00101011>,22
0,7,|00001110>,20
0,7,|10001010>,14
0,7,|00010010>,28
0,7,|01100101>,27
0,7,|00000101>,23
0,7,|10000100>,23
0,7,|10100000>,15
0,7,|00001001>,19
0,7,|01001110>,22
0,7,|01000011>,38
0,7,|00110100>,27
0,7,|01011100>,39
0,7,|10100110>,7
0,7,|01101101>,32
0,7,|10010001>,15
0,7,|00100011>,39
0,7,|00111100>,28
0,7,|10000001>,21
0,7,|01011010>,29
0,7,|00010110>,26
0,7,|11110000>,2
0,7,|10011000>,11
0,7,|01010000>,26
0,7,|10011010>,7
0,7,|00110001>,38
0,7,|01000110>,29
0,7,|01001101>,35
0,7,|01010111>,24
0,7,|01110110>,17
0,7,|01001100>,25
0,7,|00010000>,30
0,7,|01010001>,31
0,7,|00111101>,35
0,7,|01100010>,29
0,7,|01011011>,26
0,7,|10101100>,5
0,7,|01110000>,16
0,7,|00011000>,17
0,7,|10000000>,19
0,7,|00101111>,24
0,7,|00100111>,29
0,7,|10010000>,16
0,7,|01100111>,24
0,7,|00000111>,26
0,7,|10001011>,21
0,7,|01000111>,34
0,7,|11111100>,7
0,7,|00001111>,19
0,7,|00100110>,31
0,7,|01010101>,27
0,7,|10010110>,13
0,7,|00101001>,31
0,7,|10101011>,9
0,7,|01000010>,31
0,7,|01101001>,20
0,7,|00101000>,24
0,7,|00100000>,34
0,7,|10011011>,17
0,7,|00000100>,21
0,7,|00000011>,21
0,7,|00101110>,32
0,7,|00000010>,25
0,7,|01100110>,24
0,7,|01110011>,27
0,7,|01111111>,20
0,7,|01000000>,26
0,7,|01110001>,30
0,7,|01101110>,13
0,7,|10010101>,11
0,7,|01111001>,23
0,7,|00000000>,26
0,7,|00110111>,39
0,7,|00101101>,26
0,7,|01110010>,16
0,7,|10100001>,7
0,7,|01110101>,22
0,7,|00011100>,32
0,7,|01110100>,12
0,7,|10000110>,18
0,7,|00011111>,29
0,7,|01101011>,24
0,7,|01110111>,25
0,7,|00110000>,20
0,7,|00010011>,23
0,7,|01100000>,21
0,7,|00001100>,21
0,7,|00100101>,33
0,7,|11110100>,1
0,7,|01100011>,22
0,7,|10001101>,12
0,7,|00111001>,25
0,7,|11111111>,4
0,7,|01100100>,30
0,7,|00101100>,25
0,7,|00011001>,21
0,7,|10001100>,13
0,7,|00010111>,28
0,7,|01101000>,25
0,7,|10100111>,9
0,7,|01111101>,19
0,7,|01111011>,20
0,7,|01001111>,31
0,7,|01011110>,29
0,7,|00010101>,25
0,7,|01111000>,21
0,7,|00110010>,39
0,7,|00101010>,32
0,7,|10111010>,7
0,7,|11100110>,2
0,7,|01011000>,18
0,7,|10101010>,9
0,7,|00000110>,26
0,7,|00001000>,24
0,7,|10011100>,11
0,7,|10010010>,7
0,7,|01010110>,26
0,7,|01011111>,23
0,7,|10010011>,16
0,7,|10110111>,5
0,7,|10100101>,10
0,7,|01111110>,18
0,7,|10100011>,5
0,7,|10010100>,14
0,7,|10100010>,7
0,7,|10000101>,16
0,7,|11000000>,4
0,7,|10101111>,7
0,7,|00100001>,25
0,7,|10000010>,16
0,7,|00001010>,27
0,7,|10001000>,13
0,7,|11000010>,2
0,7,|10110101>,4
0,7,|11110111>,2
0,7,|10100100>,12
0,7,|10000111>,16
0,7,|00111110>,23
0,7,|11000001>,2
0,7,|10101000>,2
0,7,|10001110>,12
0,7,|10001111>,16
0,7,|11100101>,1
0,7,|11111110>,4
0,7,|10101101>,3
0,7,|10011110>,3
0,7,|01011001>,26
0,7,|10101001>,3
0,7,|00001011>,20
0,7,|11111001>,2
0,7,|11111101>,2
0,7,|10110100>,3
0,7,|10111110>,2
0,7,|10110011>,3
0,7,|11001000>,3
0,7,|10111100>,4
0,7,|10110000>,6
0,7,|10011111>,8
0,7,|10101110>,7
0,7,|10111011>,4
0,7,|11101110>,1
0,7,|11101010>,1
0,7,|10110110>,3
0,7,|11110011>,1
0,7,|11111011>,3
0,7,|11000011>,2
0,7,|11111000>,2
0,7,|10111111>,2
0,7,|11110110>,1
0,7,|10110010>,4
0,7,|10111101>,3
0,7,|11000110>,1
0,7,|11110101>,2
0,7,|11111010>,1
0,7,|11000101>,3
0,7,|11001100>,2
0,7,|11101111>,1
0,7,|11001011>,1
0,7,|10110001>,2
0,7,|11001010>,1
0,7,|11110001>,1
0,7,|11000100>,2
0,8,|01001101>,43
0,8,|00001101>,34
0,8,|00010101>,14
0,8,|01010100>,25
0,8,|10110001>,8
0,8,|00001000>,19
0,8,|01101100>,29
0,8,|00100110>,34
0,8,|00010001>,31
0,8,|00101011>,31
0,8,|01001010>,37
0,8,|10000001>,13
0,8,|00001011>,21
0,8,|00001111>,24
0,8,|01000010>,31
0,8,|10101011>,9
0,8,|10010111>,15
0,8,|10010011>,12
0,8,|01000001>,30
0,8,|00101101>,24
0,8,|00101100>,30
0,8,|00100011>,19
0,8,|10100101>,5
0,8,|00011011>,31
0,8,|00111000>,33
0,8,|00000100>,25
0,8,|00011010>,31
0,8,|01000100>,31
0,8,|00110000>,38
0,8,|10000111>,12
0,8,|00000001>,21
0,8,|10001001>,12
0,8,|00000010>,31
0,8,|00000101>,34
0,8,|01110010>,20
0,8,|00100001>,31
0,8,|00100101>,31
0,8,|01111111>,15
0,8,|01000110>,23
0,8,|00000110>,28
0,8,|01010101>,24
0,8,|01101010>,20
0,8,|00110101>,32
0,8,|01001100>,32
0,8,|00001100>,27
0,8,|01110100>,27
0,8,|00011100>,35
0,8,|00110100>,30
0,8,|01101011>,13
0,8,|01011101>,39
0,8,|01001000>,28
0,8,|00110001>,36
0,8,|00111111>,30
0,8,|01011000>,30
0,8,|00010111>,30
0,8,|00100100>,22
0,8,|00110010>,33
0,8,|01000000>,28
0,8,|01011110>,32
0,8,|00110111>,40
0,8,|00000000>,16
0,8,|00101000>,27
0,8,|01111100>,24
0,8,|00001001>,24
0,8,|00101111>,35
0,8,|01110111>,19
0,8,|01101000>,30
0,8,|10001011>,14
0,8,|01111110>,20
0,8,|00111001>,31
0,8,|00100111>,32
0,8,|10111111>,4
0,8,|10000101>,19
0,8,|01010010>,26
0,8,|00010010>,27
0,8,|01011100>,31
0,8,|10110010>,8
0,8,|10010100>,12
0,8,|01101001>,16
0,8,|00111100>,32
0,8,|00111011>,29
0,8,|10001010>,18
0,8,|00101001>,23
0,8,|10101001>,7
0,8,|01110001>,21
0,8,|01100000>,25
0,8,|01001011>,29
0,8,|10001101>,11
0,8,|10010010>,13
0,8,|10100110>,7
0,8,|01010110>,27
0,8,|00000011>,21
0,8,|01101110>,14
0,8,|11111100>,3
0,8,|01001111>,33
0,8,|00011111>,22
0,8,|01100001>,33
0,8,|00110110>,36
0,8,|00011110>,26
0,8,|01111101>,14
0,8,|01111011>,18
0,8,|00101010>,36
0,8,|01100010>,21
0,8,|10011110>,8
0,8,|00101110>,32
0,8,|00111010>,26
0,8,|00010000>,23
0,8,|00111110>,38
0,8,|01100011>,29
0,8,|10111100>,2
0,8,|01110110>,19
0,8,|00001110>,36
0,8,|00111101>,29
0,8,|01101111>,32
0,8,|10101101>,2
0,8,|01100111>,30
0,8,|00011000>,24
0,8,|10010110>,9
0,8,|01001001>,21
0,8,|01100101>,23
0,8,|01010001>,33
0,8,|00110011>,33
0,8,|00001010>,22
0,8,|10011000>,12
0,8,|10110111>,4
0,8,|00010100>,34
0,8,|01011001>,24
0,8,|01110011>,21
0,8,|10011011>,15
0,8,|01000101>,25
0,8,|01001110>,24
0,8,|01111001>,20
0,8,|01000011>,28
0,8,|10111000>,3
0,8,|10000011>,24
0,8,|10011111>,15
0,8,|01010011>,34
0,8,|10001100>,16
0,8,|11111101>,4
0,8,|01111000>,19
0,8,|01100100>,21
0,8,|00000111>,32
0,8,|00011101>,40
0,8,|10100100>,7
0,8,|10000100>,12
0,8,|01000111>,21
0,8,|10110100>,3
0,8,|01011011>,38
0,8,|10000010>,17
0,8,|10011010>,10
0,8,|00100000>,26
0,8,|10101110>,5
0,8,|10111010>,3
0,8,|10000110>,15
0,8,|01010000>,24
0,8,|00010011>,26
0,8,|10010101>,15
0,8,|00011001>,20
0,8,|10110101>,3
0,8,|01010111>,20
0,8,|10000000>,19
0,8,|00100010>,28
0,8,|10001000>,13
0,8,|10001110>,15
0,8,|01100110>,23
0,8,|10111011>,1
0,8,|01011010>,22
0,8,|10100111>,11
0,8,|10011100>,6
0,8,|11110011>,1
0,8,|10010001>,16
0,8,|01110000>,19
0,8,|11110000>,1
0,8,|10111110>,3
0,8,|10011101>,12
0,8,|00010110>,35
0,8,|11000101>,1
0,8,|11110111>,1
0,8,|01101101>,20
0,8,|10011001>,7
0,8,|11000111>,1
0,8,|10101111>,8
0,8,|10100010>,4
0,8,|10110011>,5
0,8,|11000011>,2
0,8,|11001111>,1
0,8,|01011111>,19
0,8,|01111010>,18
0,8,|10010000>,7
0,8,|10001111>,18
0,8,|11001000>,2
0,8,|10111001>,7
0,8,|11000000>,1
0,8,|11101111>,1
0,8,|10101100>,3
0,8,|10101010>,3
0,8,|11111110>,2
0,8,|11000001>,3
0,8,|10100011>,7
0,8,|11001110>,1
0,8,|11111001>,4
0,8,|11111111>,3
0,8,|10100001>,5
0,8,|10110110>,4
0,8,|11101100>,3
0,8,|10101000>,6
0,8,|11111000>,2
0,8,|11000010>,1
0,8,|10100000>,8
0,8,|01110101>,19
0,8,|10110000>,5
0,8,|11110001>,1
0,8,|10111101>,1
0,8,|11000100>,1
0,8,|11001001>,1
0,8,|11000110>,1
0,8,|11111010>,2
0,8,|11110110>,1
0,8,|11111011>,1
0,8,|11010100>,2
0,9,|10001001>,16
0,9,|01010001>,31
0,9,|00111000>,35
0,9,|00111001>,38
0,9,|00000111>,28
0,9,|10001011>,17
0,9,|10010110>,11
0,9,|00101101>,38
0,9,|00101100>,35
0,9,|00000011>,24
0,9,|00100111>,32
0,9,|00001010>,26
0,9,|01000010>,36
0,9,|01100111>,28
0,9,|00101010>,19
0,9,|00111010>,28
0,9,|01110100>,22
0,9,|10110001>,4
0,9,|10001100>,12
0,9,|00011100>,32
0,9,|00111110>,19
0,9,|01100000>,23
0,9,|00100010>,25
0,9,|00100000>,35
0,9,|00111011>,30
0,9,|01010111>,29
0,9,|00000110>,25
0,9,|01111100>,23
0,9,|00010000>,20
0,9,|01001010>,38
0,9,|01111111>,18
0,9,|01101010>,22
0,9,|10011000>,14
0,9,|01001101>,30
0,9,|01010110>,31
0,9,|01111101>,25
0,9,|01011000>,21
0,9,|00100011>,34
0,9,|00001100>,23
0,9,|10010100>,15
0,9,|01101000>,20
0,9,|01000011>,23
0,9,|01110111>,31
0,9,|01011111>,33
0,9,|10010000>,10
0,9,|00011111>,35
0,9,|01000100>,31
0,9,|01001111>,37
0,9,|00110001>,36
0,9,|01110010>,33
0,9,|00000000>,19
0,9,|01101100>,25
0,9,|00101011>,33
0,9,|00110110>,31
0,9,|01101011>,21
0,9,|00111111>,38
0,9,|10001010>,20
0,9,|01100010>,22
0,9,|01101111>,21
0,9,|10111000>,3
0,9,|01000001>,29
0,9,|10011110>,11
0,9,|01011011>,32
0,9,|00110111>,35
0,9,|00110100>,47
0,9,|01001011>,39
0,9,|00010001>,26
0,9,|00001000>,22
0,9,|10000001>,8
0,9,|00011101>,25
0,9,|01010010>,33
0,9,|00110011>,32
0,9,|00010111>,32
0,9,|01010101>,22
0,9,|00010110>,25
0,9,|00100110>,30
0,9,|01010011>,28
0,9,|11111010>,2
0,9,|01001000>,31
0,9,|10100011>,7
0,9,|01000101>,24
0,9,|10001111>,15
0,9,|10101111>,10
0,9,|00110010>,33
0,9,|01010100>,25
0,9,|00001110>,28
0,9,|01100110>,28
0,9,|01100001>,25
0,9,|01110001>,21
0,9,|00100100>,25
0,9,|01110000>,25
0,9,|00111101>,33
0,9,|01101110>,14
0,9,|01011001>,23
0,9,|01000000>,34
0,9,|00011110>,33
0,9,|10011010>,9
0,9,|01100101>,14
0,9,|00110000>,27
0,9,|00011010>,27
0,9,|10111100>,3
0,9,|00001001>,26
0,9,|00110101>,20
0,9,|10010010>,7
0,9,|01000110>,25
0,9,|10101010>,5
0,9,|01110101>,18
0,9,|01011110>,23
0,9,|00101111>,39
0,9,|01111001>,21
0,9,|10100111>,15
0,9,|10100101>,8
0,9,|00010011>,25
0,9,|10011011>,11
0,9,|00100101>,27
0,9,|01011101>,29
0,9,|01100100>,25
0,9,|10000000>,19
0,9,|00011011>,29
0,9,|10000011>,15
0,9,|10101000>,7
0,9,|10101100>,3
0,9,|10001110>,11
0,9,|00100001>,27
0,9,|01110110>,18
0,9,|01000111>,31
0,9,|01111110>,14
0,9,|00001101>,29
0,9,|01111000>,22
0,9,|10110011>,3
0,9,|00010100>,16
0,9,|10001101>,16
0,9,|00001011>,22
0,9,|00011001>,37
0,9,|11110010>,2
0,9,|01011010>,28
0,9,|01001100>,22
0,9,|01111011>,14
0,9,|10110010>,7
0,9,|00001111>,31
0,9,|10000010>,14
0,9,|00101110>,25
0,9,|01010000>,27
0,9,|10110000>,5
0,9,|01111010>,14
0,9,|01001110>,31
0,9,|11110001>,2
0,9,|00010010>,23
0,9,|10000100>,17
0,9,|00011000>,18
0,9,|10011111>,5
0,9,|10110111>,2
0,9,|10000101>,17
0,9,|10000111>,8
0,9,|10011101>,10
0,9,|10010101>,13
0,9,|00010101>,34
0,9,|01101001>,18
0,9,|01001001>,45
0,9,|10001000>,16
0,9,|01110011>,22
0,9,|10000110>,17
0,9,|10111111>,3
0,9,|00000101>,10
0,9,|11101110>,2
0,9,|01011100>,19
0,9,|10010011>,18
0,9,|00101000>,30
0,9,|00111100>,21
0,9,|00101001>,35
0,9,|01100011>,27
0,9,|11110100>,2
0,9,|10010001>,11
0,9,|11000101>,1
0,9,|00000010>,24
0,9,|00000001>,26
0,9,|11000011>,1
0,9,|10111110>,6
0,9,|11111100>,4
0,9,|10110101>,8
0,9,|10110100>,8
0,9,|00000100>,23
0,9,|10101110>,8
0,9,|10100000>,6
0,9,|01101101>,26
0,9,|10100001>,6
0,9,|10101001>,12
0,9,|10100010>,12
0,9,|10100100>,4
0,9,|11110110>,6
0,9,|10110110>,3
0,9,|10101101>,8
0,9,|10010111>,12
0,9,|10011001>,4
0,9,|10011100>,11
0,9,|11100111>,1
0,9,|10100110>,4
0,9,|11111001>,3
0,9,|11000111>,4
0,9,|11111000>,3
0,9,|10111001>,3
0,9,|11001100>,1
0,9,|10101011>,4
0,9,|11111110>,1
0,9,|10111101>,2
0,9,|11111101>,4
0,9,|11010100>,1
0,9,|10111010>,2
0,9,|11001000>,1
0,9,|11101011>,2
0,9,|11100110>,2
0,9,|11111111>,1
0,9,|11000001>,1
0,9,|11000110>,1
0,9,|11000010>,1
0,9,|11110011>,1
0,10,|00010011>,29
0,10,|00001011>,19
0,10,|01100101>,28
0,10,|00101110>,31
0,10,|00101010>,25
0,10,|00011111>,22
0,10,|01011010>,25
0,10,|00010110>,27
0,10,|00001101>,31
0,10,|00100000>,27
0,10,|00110001>,39
0,10,|00001100>,28
0,10,|01101000>,21
0,10,|01001101>,33
0,10,|01001111>,28
0,10,|00111110>,32
0,10,|01111111>,21
0,10,|00000110>,25
0,10,|00000111>,32
0,10,|10010111>,10
0,10,|01010100>,23
0,10,|00110011>,22
0,10,|10110100>,5
0,10,|01100110>,22
0,10,|01010110>,30
0,10,|01111011>,18
0,10,|01001010>,32
0,10,|01100000>,20
0,10,|00000010>,29
0,10,|01111001>,19
0,10,|01101010>,17
0,10,|00000100>,28
0,10,|00100101>,29
0,10,|01000100>,42
0,10,|10010110>,18
0,10,|01110011>,25
0,10,|01010000>,32
0,10,|00111001>,39
0,10,|01111100>,26
0,10,|01011110>,27
0,10,|10111110>,4
0,10,|01000000>,29
0,10,|00000001>,29
0,10,|00000000>,21
0,10,|00011001>,29
0,10,|10001011>,11
0,10,|01001100>,30
0,10,|00010100>,27
0,10,|00100100>,29
0,10,|10000001>,26
0,10,|01000111>,28
0,10,|00111010>,24
0,10,|00110100>,26
0,10,|10000111>,15
0,10,|10011000>,16
0,10,|01000011>,28
0,10,|00010001>,31
0,10,|01001001>,26
0,10,|00101100>,30
0,10,|01010011>,31
0,10,|00000101>,25
0,10,|10000100>,20
0,10,|10000011>,19
0,10,|00100010>,28
0,10,|00101000>,30
0,10,|00001111>,36
0,10,|00111000>,34
0,10,|01010001>,28
0,10,|00011010>,27
0,10,|01111110>,23
0,10,|00111100>,28
0,10,|10101010>,6
0,10,|01100001>,27
0,10,|01100011>,30
0,10,|10010100>,9
0,10,|01000010>,29
0,10,|01101100>,34
0,10,|01101101>,17
0,10,|00110111>,29
0,10,|10010101>,11
0,10,|01101111>,18
0,10,|01011100>,25
0,10,|00100011>,40
0,10,|01111010>,15
0,10,|10100011>,13
0,10,|00111111>,35
0,10,|00011100>,41
0,10,|10011011>,17
0,10,|10100000>,9
0,10,|10000010>,18
0,10,|00010101>,21
0,10,|10001110>,17
0,10,|00100110>,27
0,10,|11101110>,1
0,10,|00111101>,25
0,10,|01011000>,29
0,10,|00110000>,30
0,10,|01100100>,27
0,10,|10101100>,6
0,10,|01010010>,28
0,10,|01101001>,19
0,10,|01000001>,16
0,10,|01110111>,21
0,10,|00011011>,25
0,10,|00110101>,38
0,10,|00110110>,33
0,10,|10011101>,11
0,10,|01110101>,15
0,10,|10101111>,4
0,10,|01110000>,21
0,10,|00101101>,40
0,10,|01011111>,23
0,10,|01100010>,26
0,10,|00111011>,36
0,10,|00101111>,32
0,10,|00011000>,24
0,10,|00100111>,30
0,10,|00100001>,20
0,10,|01011011>,22
0,10,|00101011>,33
0,10,|10010011>,11
0,10,|01011001>,23
0,10,|00010111>,33
0,10,|01110010>,25
0,10,|10001001>,20
0,10,|00001000>,23
0,10,|10001101>,12
0,10,|01001110>,30
0,10,|00110010>,19
0,10,|01010101>,40
0,10,|10000101>,15
0,10,|10001100>,14
0,10,|10100010>,8
0,10,|10010001>,15
0,10,|00001110>,26
0,10,|10001111>,17
0,10,|10001010>,8
0,10,|10011111>,8
0,10,|11000111>,1
0,10,|01110100>,21
0,10,|10011100>,9
0,10,|01000101>,29
0,10,|01011101>,20
0,10,|01010111>,20
0,10,|00101001>,32
0,10,|01001000>,28
0,10,|01111101>,21
0,10,|01001011>,30
0,10,|00011110>,22
0,10,|10101001>,8
0,10,|10100100>,9
0,10,|01000110>,23
0,10,|10110111>,4
0,10,|10110001>,3
0,10,|10010010>,12
0,10,|00001010>,27
0,10,|00001001>,24
0,10,|10001000>,14
0,10,|11000000>,2
0,10,|10000000>,21
0,10,|01110001>,14
0,10,|00000011>,28
0,10,|11100110>,1
0,10,|00011101>,28
0,10,|01100111>,26
0,10,|10110010>,5
0,10,|01101110>,25
0,10,|11000010>,2
0,10,|00010000>,41
0,10,|00010010>,23
0,10,|10101110>,8
0,10,|01101011>,16
0,10,|10110000>,3
0,10,|10111010>,5
0,10,|11110101>,2
0,10,|01111000>,18
0,10,|11110110>,1
0,10,|11111110>,6
0,10,|11111111>,7
0,10,|01110110>,13
0,10,|11000110>,3
0,10,|10011010>,9
0,10,|10101011>,8
0,10,|10000110>,12
0,10,|10011001>,12
0,10,|10110101>,5
0,10,|10101000>,4
0,10,|11001101>,1
0,10,|10111001>,2
0,10,|10011110>,10
0,10,|10100111>,6
0,10,|10010000>,8
0,10,|11110011>,2
0,10,|10111111>,3
0,10,|10100001>,2
0,10,|10101101>,3
0,10,|11010001>,1
0,10,|11110001>,1
0,10,|10100110>,4
0,10,|11000101>,1
0,10,|10100101>,5
0,10,|10111000>,3
0,10,|11000100>,3
0,10,|11001001>,4
0,10,|11000011>,3
0,10,|11101101>,1
0,10,|10110011>,4
0,10,|11110000>,2
0,10,|11111100>,2
0,10,|10111100>,1
0,10,|11000001>,3
0,10,|11111010>,3
0,10,|11111101>,4
0,10,|10111101>,1
0,10,|11111011>,1
0,10,|11010000>,1
0,10,|10111011>,4
0,10,|11111001>,2
0,10,|11101011>,1
0,10,|11001010>,1
0,10,|11101100>,1
0,10,|11110111>,1
0,10,|11001000>,1
0,10,|11100011>,1
0,11,|01011000>,29
0,11,|01100101>,25
0,11,|10010111>,18
0,11,|01001101>,26
0,11,|01000110>,41
0,11,|01011010>,32
0,11,|00101101>,41
0,11,|00101111>,35
0,11,|00011011>,20
0,11,|00110010>,23
0,11,|00110110>,28
0,11,|10000011>,17
0,11,|01010111>,29
0,11,|00111111>,28
0,11,|00001110>,25
0,11,|00100010>,32
0,11,|00110100>,24
0,11,|01000010>,35
0,11,|01001000>,30
0,11,|01010011>,27
0,11,|00100101>,33
0,11,|01111011>,16
0,11,|01111000>,22
0,11,|10000100>,23
0,11,|11001111>,2
0,11,|00001011>,23
0,11,|01011111>,21
0,11,|00000111>,34
0,11,|01010010>,22
0,11,|00011010>,19
0,11,|00011101>,23
0,11,|00101001>,41
0,11,|01101001>,38
0,11,|01100010>,20
0,11,|00001010>,20
0,11,|00010110>,30
0,11,|10100111>,9
0,11,|01011110>,25
0,11,|00000000>,19
0,11,|00101000>,30
0,11,|10000010>,17
0,11,|01010100>,33
0,11,|00001000>,24
0,11,|00111100>,37
0,11,|10001101>,16
0,11,|01110110>,16
0,11,|00010101>,24
0,11,|00011000>,26
0,11,|01001110>,29
0,11,|00110111>,47
0,11,|10101010>,5
0,11,|00000100>,18
0,11,|01110001>,21
0,11,|01101111>,28
0,11,|00000011>,31
0,11,|10011011>,10
0,11,|01101010>,24
0,11,|10001100>,10
0,11,|01000101>,34
0,11,|00100100>,26
0,11,|01101101>,23
0,11,|00110011>,25
0,11,|00100011>,32
0,11,|01000100>,34
0,11,|00101100>,32
0,11,|01110111>,25
0,11,|00111000>,23
0,11,|00011001>,29
0,11,|01111101>,9
0,11,|10001011>,16
0,11,|01011011>,23
0,11,|10010101>,18
0,11,|11000110>,3
0,11,|01001010>,21
0,11,|10110011>,2
0,11,|00110101>,33
0,11,|01000111>,29
0,11,|00111010>,31
0,11,|01111111>,13
0,11,|00000101>,17
0,11,|10000000>,12
0,11,|01110101>,28
0,11,|01111110>,25
0,11,|01110100>,21
0,11,|00100111>,27
0,11,|00011111>,27
0,11,|00000001>,19
0,11,|01010101>,25
0,11,|11000111>,1
0,11,|10110000>,4
0,11,|01001011>,27
0,11,|01100001>,30
0,11,|10100100>,6
0,11,|10010000>,11
0,11,|10111111>,2
0,11,|01000001>,25
0,11,|01010001>,28
0,11,|00000010>,23
0,11,|01101110>,27
0,11,|00111011>,30
0,11,|01001001>,36
0,11,|01101011>,17
0,11,|00010010>,20
0,11,|00101110>,36
0,11,|01100110>,25
0,11,|00001111>,28
0,11,|10011000>,9
0,11,|00010100>,28
0,11,|00111101>,33
0,11,|01010110>,37
0,11,|10000110>,15
0,11,|00010011>,28
0,11,|11110010>,1
0,11,|01011001>,41
0,11,|00101010>,38
0,11,|00100001>,40
0,11,|01000000>,25
0,11,|00111001>,21
0,11,|01001111>,20
0,11,|10000101>,15
0,11,|10011110>,6
0,11,|00001100>,26
0,11,|10010100>,15
0,11,|00010000>,24
0,11,|01101000>,27
0,11,|10001000>,19
0,11,|10101101>,2
0,11,|10010001>,15
0,11,|10101110>,4
0,11,|01110000>,26
0,11,|00111110>,35
0,11,|00010111>,31
0,11,|01100100>,29
0,11,|10010010>,22
0,11,|00100110>,23
0,11,|00100000>,22
0,11,|00110001>,33
0,11,|01001100>,33
0,11,|00101011>,23
0,11,|00000110>,24
0,11,|10001111>,11
0,11,|11111000>,4
0,11,|00011100>,22
0,11,|01110010>,19
0,11,|01101100>,17
0,11,|01011101>,18
0,11,|01111010>,20
0,11,|01010000>,23
0,11,|01100011>,24
0,11,|10001110>,13
0,11,|00011110>,33
0,11,|00010001>,31
0,11,|00110000>,23
0,11,|11001001>,1
0,11,|01100000>,26
0,11,|10000001>,17
0,11,|10100001>,13
0,11,|01000011>,23
