segmento,n_qubits,dim_hilbert,strain_mean,strain_std,escala_energia,paso,tiempo,fidelidad,entropia_shannon,pureza,concentracion_espectral,frecuencia_dominante,estado_medido
3,8,256,2.349799e-19,1.989649e-18,2.224629e-18,11,2.472322e+18,0.056687,7.479375,0.006344,0.024972,143,recurrencia completa
3,8,256,2.349799e-19,1.989649e-18,2.224629e-18,12,2.697079e+18,0.033169,7.479375,0.006344,0.018333,182,paradoja estable
3,8,256,2.349799e-19,1.989649e-18,2.224629e-18,13,2.921835e+18,0.055228,7.479375,0.006344,0.016464,100,linea alternativa
3,8,256,2.349799e-19,1.989649e-18,2.224629e-18,14,3.146592e+18,0.098634,7.479375,0.006344,0.027247,170,interferencia de fase
3,8,256,2.349799e-19,1.989649e-18,2.224629e-18,15,3.371348e+18,0.069711,7.479375,0.006344,0.026783,242,recuerdo recurrente
3,8,256,2.349799e-19,1.989649e-18,2.224629e-18,16,3.596105e+18,0.103832,7.479375,0.006344,0.019448,37,salto de indice
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,0,0.000000e+00,1.000000,7.415814,0.006516,0.588114,0,estado estable
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,1,1.555412e+17,0.112080,7.415814,0.006516,0.023927,246,paradoja estable
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,2,3.110825e+17,0.129177,7.415814,0.006516,0.020052,99,bifurcacion logica
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,3,4.666237e+17,0.085313,7.415814,0.006516,0.022421,61,frontera de informacion
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,4,6.221649e+17,0.049536,7.415814,0.006516,0.025651,51,bifurcacion logica
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,5,7.777061e+17,0.066208,7.415814,0.006516,0.025364,229,salto de indice
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,6,9.332474e+17,0.052383,7.415814,0.006516,0.024515,250,interferencia de fase
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,7,1.088789e+18,0.013446,7.415814,0.006516,0.019908,214,paradoja estable
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,8,1.244330e+18,0.054486,7.415814,0.006516,0.022460,134,paradoja estable
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,9,1.399871e+18,0.083276,7.415814,0.006516,0.021158,21,salto de indice
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,10,1.555412e+18,0.017646,7.415814,0.006516,0.022659,165,salto de indice
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,11,1.710953e+18,0.094519,7.415814,0.006516,0.016934,236,rama secundaria
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,12,1.866495e+18,0.089513,7.415814,0.006516,0.020748,17,eco del pasado
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,13,2.022036e+18,0.024315,7.415814,0.006516,0.019762,198,paradoja estable
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,14,2.177577e+18,0.160412,7.415814,0.006516,0.016854,170,interferencia de fase
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,15,2.333118e+18,0.059220,7.415814,0.006516,0.026676,170,interferencia de fase
4,8,256,1.750032e-18,1.464549e-18,3.214582e-18,16,2.488660e+18,0.056523,7.415814,0.006516,0.020886,170,interferencia de fase
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,0,0.000000e+00,1.000000,7.884806,0.004471,0.957441,0,estado estable
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,1,1.646451e+17,0.036689,7.884806,0.004471,0.019007,134,paradoja estable
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,2,3.292902e+17,0.023045,7.884806,0.004471,0.024538,78,sincronizacion de fases
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,3,4.939353e+17,0.043782,7.884806,0.004471,0.024629,9,evento repetido
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,4,6.585804e+17,0.055984,7.884806,0.004471,0.018441,217,evento repetido
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,5,8.232255e+17,0.128835,7.884806,0.004471,0.028488,219,reconstruccion simbolica
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,6,9.878706e+17,0.118578,7.884806,0.004471,0.018731,243,bifurcacion logica
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,7,1.152516e+18,0.026134,7.884806,0.004471,0.019746,41,evento repetido
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,8,1.317161e+18,0.066767,7.884806,0.004471,0.026647,224,estado estable
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,9,1.481806e+18,0.063600,7.884806,0.004471,0.025079,90,interferencia de fase
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,10,1.646451e+18,0.046038,7.884806,0.004471,0.019075,198,paradoja estable
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,11,1.811096e+18,0.026827,7.884806,0.004471,0.024548,44,rama secundaria
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,12,1.975741e+18,0.025721,7.884806,0.004471,0.020682,121,evento repetido
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,13,2.140386e+18,0.059477,7.884806,0.004471,0.026946,236,rama secundaria
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,14,2.305031e+18,0.092256,7.884806,0.004471,0.027743,251,reconstruccion simbolica
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,15,2.469677e+18,0.047564,7.884806,0.004471,0.021617,91,reconstruccion simbolica
5,8,256,-2.508054e-18,5.287808e-19,3.036835e-18,16,2.634322e+18,0.130616,7.884806,0.004471,0.021243,173,frontera de informacion
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,0,0.000000e+00,1.000000,7.397165,0.006759,0.459557,0,estado estable
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,1,1.885012e+17,0.058988,7.397165,0.006759,0.024375,166,paradoja estable
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,2,3.770023e+17,0.041474,7.397165,0.006759,0.031424,102,paradoja estable
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,3,5.655035e+17,0.084056,7.397165,0.006759,0.018893,226,recuerdo recurrente
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,4,7.540047e+17,0.038727,7.397165,0.006759,0.024352,32,estado estable
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,5,9.425059e+17,0.020561,7.397165,0.006759,0.025283,82,recuerdo recurrente
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,6,1.131007e+18,0.069814,7.397165,0.006759,0.023199,221,frontera de informacion
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,7,1.319508e+18,0.083468,7.397165,0.006759,0.027345,116,linea alternativa
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,8,1.508009e+18,0.121740,7.397165,0.006759,0.023817,251,reconstruccion simbolica
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,9,1.696511e+18,0.105935,7.397165,0.006759,0.022430,164,linea alternativa
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,10,1.885012e+18,0.149668,7.397165,0.006759,0.021820,100,linea alternativa
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,11,2.073513e+18,0.070754,7.397165,0.006759,0.026987,16,estado estable
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,12,2.262014e+18,0.039370,7.397165,0.006759,0.017356,210,recuerdo recurrente
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,13,2.450515e+18,0.100926,7.397165,0.006759,0.029483,5,salto de indice
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,14,2.639016e+18,0.114570,7.397165,0.006759,0.019825,193,eco del pasado
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,15,2.827518e+18,0.017443,7.397165,0.006759,0.017866,254,sincronizacion de fases
6,8,256,1.272526e-18,1.379977e-18,2.652503e-18,16,3.016019e+18,0.065376,7.397165,0.006759,0.027643,211,bifurcacion logica
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,0,0.000000e+00,1.000000,7.316507,0.007309,0.432099,0,estado estable
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,1,2.052997e+17,0.167436,7.316507,0.007309,0.018180,160,estado estable
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,2,4.105994e+17,0.091378,7.316507,0.007309,0.023041,164,linea alternativa
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,3,6.158990e+17,0.056710,7.316507,0.007309,0.026513,161,eco del pasado
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,4,8.211987e+17,0.077748,7.316507,0.007309,0.017350,100,linea alternativa
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,5,1.026498e+18,0.068007,7.316507,0.007309,0.024964,17,eco del pasado
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,6,1.231798e+18,0.176900,7.316507,0.007309,0.022374,148,linea alternativa
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,7,1.437098e+18,0.067258,7.316507,0.007309,0.021357,95,recurrencia completa
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,8,1.642397e+18,0.097066,7.316507,0.007309,0.041184,15,recurrencia completa
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,9,1.847697e+18,0.099036,7.316507,0.007309,0.020646,227,bifurcacion logica
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,10,2.052997e+18,0.080461,7.316507,0.007309,0.022132,180,linea alternativa
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,11,2.258297e+18,0.091268,7.316507,0.007309,0.026962,152,memoria persistente
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,12,2.463596e+18,0.065325,7.316507,0.007309,0.018814,40,memoria persistente
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,13,2.668896e+18,0.018653,7.316507,0.007309,0.025838,142,sincronizacion de fases
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,14,2.874196e+18,0.109199,7.316507,0.007309,0.017173,191,recurrencia completa
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,15,3.079495e+18,0.054891,7.316507,0.007309,0.022576,99,bifurcacion logica
7,8,256,1.134662e-18,1.300802e-18,2.435464e-18,16,3.284795e+18,0.096204,7.316507,0.007309,0.024806,13,frontera de informacion
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,0,0.000000e+00,1.000000,7.922470,0.004286,0.971405,0,estado estable
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,1,1.776802e+17,0.049041,7.922470,0.004286,0.025428,128,estado estable
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,2,3.553603e+17,0.096728,7.922470,0.004286,0.020422,51,bifurcacion logica
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,3,5.330405e+17,0.088223,7.922470,0.004286,0.028405,222,sincronizacion de fases
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,4,7.107207e+17,0.093657,7.922470,0.004286,0.019082,120,memoria persistente
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,5,8.884008e+17,0.054886,7.922470,0.004286,0.025531,29,frontera de informacion
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,6,1.066081e+18,0.024079,7.922470,0.004286,0.017849,127,recurrencia completa
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,7,1.243761e+18,0.060691,7.922470,0.004286,0.031097,41,evento repetido
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,8,1.421441e+18,0.053977,7.922470,0.004286,0.022744,91,reconstruccion simbolica
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,9,1.599122e+18,0.144821,7.922470,0.004286,0.021314,86,paradoja estable
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,10,1.776802e+18,0.110276,7.922470,0.004286,0.022783,80,estado estable
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,11,1.954482e+18,0.104979,7.922470,0.004286,0.019365,190,sincronizacion de fases
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,12,2.132162e+18,0.022922,7.922470,0.004286,0.018077,205,frontera de informacion
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,13,2.309842e+18,0.073090,7.922470,0.004286,0.023162,88,memoria persistente
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,14,2.487522e+18,0.022610,7.922470,0.004286,0.018958,187,reconstruccion simbolica
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,15,2.665203e+18,0.011435,7.922470,0.004286,0.022051,30,sincronizacion de fases
8,8,256,-2.401942e-18,4.121026e-19,2.814045e-18,16,2.842883e+18,0.035698,7.922470,0.004286,0.021006,31,recurrencia completa
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,0,0.000000e+00,1.000000,7.297681,0.007650,0.247570,1,eco del pasado
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,1,2.025043e+17,0.029989,7.297681,0.007650,0.022440,24,memoria persistente
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,2,4.050086e+17,0.101038,7.297681,0.007650,0.020596,160,estado estable
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,3,6.075129e+17,0.086746,7.297681,0.007650,0.024427,145,eco del pasado
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,4,8.100172e+17,0.198069,7.297681,0.007650,0.028638,43,reconstruccion simbolica
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,5,1.012521e+18,0.082688,7.297681,0.007650,0.019137,51,bifurcacion logica
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,6,1.215026e+18,0.030518,7.297681,0.007650,0.017931,223,recurrencia completa
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,7,1.417530e+18,0.151437,7.297681,0.007650,0.020398,103,convergencia de ciclos
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,8,1.620034e+18,0.001962,7.297681,0.007650,0.018007,154,interferencia de fase
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,9,1.822539e+18,0.150079,7.297681,0.007650,0.021301,251,reconstruccion simbolica
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,10,2.025043e+18,0.032202,7.297681,0.007650,0.021614,81,eco del pasado
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,11,2.227547e+18,0.078946,7.297681,0.007650,0.036231,37,salto de indice
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,12,2.430052e+18,0.075782,7.297681,0.007650,0.021872,196,linea alternativa
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,13,2.632556e+18,0.101920,7.297681,0.007650,0.020008,149,salto de indice
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,14,2.835060e+18,0.064831,7.297681,0.007650,0.024836,202,interferencia de fase
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,15,3.037564e+18,0.044675,7.297681,0.007650,0.035876,128,estado estable
9,8,256,8.900868e-19,1.578997e-18,2.469083e-18,16,3.240069e+18,0.132579,7.297681,0.007650,0.023211,111,recurrencia completa

segmento,paso,estado_cuantico,conteo
0,0,|00100111>,35
0,0,|01000001>,24
0,0,|10001010>,19
0,0,|10001101>,12
0,0,|00111100>,21
0,0,|00000100>,24
0,0,|00100100>,35
0,0,|00101000>,35
0,0,|01001011>,28
0,0,|00111110>,32
0,0,|00010110>,28
0,0,|00111001>,54
0,0,|00011000>,27
0,0,|01110000>,15
0,0,|01100001>,32
0,0,|00101100>,28
0,0,|00110100>,28
0,0,|10011001>,9
0,0,|01100101>,29
0,0,|00111000>,46
0,0,|00001110>,29
0,0,|01001111>,28
0,0,|00000001>,27
0,0,|00110001>,27
0,0,|01000011>,35
0,0,|00011011>,32
0,0,|01110110>,12
0,0,|10110001>,8
0,0,|01010100>,31
0,0,|01001001>,36
0,0,|01111100>,17
0,0,|01001010>,25
0,0,|10011010>,10
0,0,|10010010>,14
0,0,|01100111>,42
0,0,|10011100>,15
0,0,|00110010>,25
0,0,|10000111>,18
0,0,|00000010>,22
0,0,|00010001>,29
0,0,|01000101>,27
0,0,|10010001>,19
0,0,|00000110>,32
0,0,|00110111>,28
0,0,|00011111>,21
0,0,|01011000>,26
0,0,|10010000>,14
0,0,|11010001>,1
0,0,|01001100>,30
0,0,|00011110>,36
0,0,|01100010>,29
0,0,|00011010>,25
0,0,|11001011>,2
0,0,|01101001>,23
0,0,|00111111>,42
0,0,|00001100>,31
0,0,|00100011>,26
0,0,|00000101>,28
0,0,|01111101>,18
0,0,|01101110>,21
0,0,|01101011>,24
0,0,|10110010>,4
0,0,|01110001>,30
0,0,|00010000>,20
0,0,|01000010>,34
0,0,|10001111>,11
0,0,|10100011>,12
0,0,|00011101>,25
0,0,|01011001>,22
0,0,|00101111>,27
0,0,|11101101>,1
0,0,|00000111>,25
0,0,|00001000>,34
0,0,|00101001>,41
0,0,|00100010>,24
0,0,|01101111>,15
0,0,|00110000>,29
0,0,|10001100>,8
0,0,|01011100>,17
0,0,|01010000>,25
0,0,|00001111>,18
0,0,|01011101>,27
0,0,|01111001>,29
0,0,|01011110>,28
0,0,|01100110>,27
0,0,|01000110>,33
0,0,|10101100>,3
0,0,|01010001>,30
0,0,|01110011>,26
0,0,|01101010>,20
0,0,|10110111>,6
0,0,|00000011>,27
0,0,|01100011>,22
0,0,|01010010>,22
0,0,|00101101>,33
0,0,|00011001>,23
0,0,|10101010>,5
0,0,|00010101>,26
0,0,|00010111>,32
0,0,|00001001>,21
0,0,|00000000>,24
0,0,|01011011>,28
0,0,|10000010>,12
0,0,|10010111>,8
0,0,|00110110>,28
0,0,|00111101>,29
0,0,|01101000>,16
0,0,|01100100>,24
0,0,|00101011>,24
0,0,|00101010>,36
0,0,|10000011>,21
0,0,|00111011>,35
0,0,|10100000>,12
0,0,|10001110>,10
0,0,|01001101>,41
0,0,|01000111>,30
0,0,|00001011>,27
0,0,|10000100>,14
0,0,|11101100>,1
0,0,|00010010>,20
0,0,|10000110>,24
0,0,|01011010>,23
0,0,|01001110>,38
0,0,|10100001>,12
0,0,|01000100>,30
0,0,|10010100>,13
0,0,|01110100>,21
0,0,|00001010>,23
0,0,|00100001>,32
0,0,|01110111>,16
0,0,|01001000>,29
0,0,|00011100>,22
0,0,|01111011>,22
0,0,|10000101>,16
0,0,|00111010>,30
0,0,|00101110>,33
0,0,|00110101>,31
0,0,|10010110>,13
0,0,|11001001>,1
0,0,|11110001>,2
0,0,|01010101>,37
0,0,|00010011>,28
0,0,|10011111>,8
0,0,|10100111>,6
0,0,|10000000>,15
0,0,|01110010>,20
0,0,|11000111>,2
0,0,|00100110>,29
0,0,|01011111>,19
0,0,|00100101>,21
0,0,|01111111>,17
0,0,|00010100>,23
0,0,|00100000>,34
0,0,|00110011>,27
0,0,|01010110>,25
0,0,|11110100>,2
0,0,|10000001>,20
